,APC_LOF,TTN_MUT,KRAS_GOF,MUC16_MUT,SYNE1_MUT,PIK3CA_GOF,FAT4_MUT,OBSCN_MUT,RYR2_MUT,SOX11_MUT,DNAH5_MUT,LRP1B_MUT,RYR1_MUT,MUC5B_MUT,TP53_LOF,CSMD1_MUT,FLG_MUT,PCLO_MUT,ZFHX4_MUT,FLRT2_MUT,FUT9_MUT,FAT3_MUT,DNAH11_MUT,CSMD3_MUT,UNC80_MUT,ABCA13_MUT,HYDIN_MUT,USH2A_MUT,NEB_MUT,RYR3_MUT,DRD5_MUT,SDK1_MUT,KMT2B_MUT,ATM_MUT,SACS_MUT,DCHS2_MUT,GPR98_MUT,SPTA1_MUT,PCDHB8_MUT,NBEA_MUT,DST_MUT,NPAP1_MUT,PCDH15_MUT,DMD_MUT,CACNA1E_MUT,LRP2_MUT,XIRP2_MUT,BRAF_GOF,DNAH17_MUT,CSMD2_MUT,DNAH8_MUT,KIAA1109_MUT,SYNE2_MUT,HMCN1_MUT,EYS_MUT,COL6A3_MUT,AHNAK2_MUT,DSCAM_MUT,ANK3_MUT,CNTNAP5_MUT,SPRY3_MUT,FREM2_MUT,MDN1_MUT,MACF1_MUT,DNAH7_MUT,DNAH1_MUT,MYCBP2_MUT,KCNA1_MUT,VPS13B_MUT,ROBO2_MUT,FAT1_MUT,TRPS1_MUT,ANK2_MUT,DYNC2H1_MUT,DNAH2_MUT,UNC13C_MUT,LAMA1_MUT,DNAH9_MUT,TENM3_MUT,RELN_MUT,FAT2_MUT,PCDH11X_MUT,COL12A1_MUT,APOB_MUT,DNAH10_MUT,PDE4DIP_MUT,KMT2C_MUT,DNAH3_MUT,TEX15_MUT,PRKDC_MUT,AHNAK_MUT,KIAA1456_MUT,NAV3_MUT,FRY_MUT,WDR87_MUT,DOCK2_MUT,VCAN_MUT,LAMA2_MUT,PKHD1_MUT,PKHD1L1_MUT,ARID1A_LOF,ABCA12_MUT,FBXW7_LOF,BIRC6_MUT,CMYA5_MUT,CTNNB1_GOF,CCDC168_MUT,NRAS_GOF,KMT2D_LOF,PTEN_LOF,SMAD4_LOF,ALK_GOF,SF3B1_GOF,FGFR3_GOF,KIT_GOF,PDGFRA_GOF,BRCA2_LOF,ERBB2_GOF,FGFR2_GOF,ARID1B_LOF,NF1_LOF,JAK2_GOF,SLC35C2_CNA_AMP,DBNDD2_CNA_AMP,WFDC9_CNA_AMP,WFDC8_CNA_AMP,EPPIN_CNA_AMP,EPPIN-WFDC6_CNA_AMP,WFDC6_CNA_AMP,SPINT3_CNA_AMP,WFDC2_CNA_AMP,MIR6812_CNA_AMP,PIGT_CNA_AMP,TP53TG5_CNA_AMP,WFDC11_CNA_AMP,SYS1-DBNDD2_CNA_AMP,SYS1_CNA_AMP,SDC4_CNA_AMP,RBPJL_CNA_AMP,MATN4_CNA_AMP,SLPI_CNA_AMP,JPH2_CNA_AMP,OSER1_CNA_AMP,OSER1-AS1_CNA_AMP,WFDC10A_CNA_AMP,WFDC10B_CNA_AMP,FITM2_CNA_AMP,CTSA_CNA_AMP,ELMO2_CNA_AMP,CDH22_CNA_AMP,CD40_CNA_AMP,NCOA5_CNA_AMP,SLC12A5_CNA_AMP,MMP9_CNA_AMP,ZNF335_CNA_AMP,PCIF1_CNA_AMP,PLTP_CNA_AMP,SPATA25_CNA_AMP,WFDC13_CNA_AMP,NEURL2_CNA_AMP,ZSWIM3_CNA_AMP,ACOT8_CNA_AMP,SNX21_CNA_AMP,TNNC2_CNA_AMP,UBE2C_CNA_AMP,DNTTIP1_CNA_AMP,WFDC3_CNA_AMP,SPINT4_CNA_AMP,GDAP1L1_CNA_AMP,ZSWIM1_CNA_AMP,R3HDML_CNA_AMP,KCNK15_CNA_AMP,HNF4A_CNA_AMP,SEMG2_CNA_AMP,SEMG1_CNA_AMP,PI3_CNA_AMP,WFDC12_CNA_AMP,KCNS1_CNA_AMP,STK4_CNA_AMP,STK4-AS1_CNA_AMP,TOMM34_CNA_AMP,PABPC1L_CNA_AMP,YWHAB_CNA_AMP,RIMS4_CNA_AMP,WFDC5_CNA_AMP,WISP2_CNA_AMP,C20orf62_CNA_AMP,LINC01260_CNA_AMP,MIR3646_CNA_AMP,LINC01430_CNA_AMP,HNF4A-AS1_CNA_AMP,TTPAL_CNA_AMP,SERINC3_CNA_AMP,PKIG_CNA_AMP,ADA_CNA_AMP,LINC01271_CNA_AMP,LINC01270_CNA_AMP,PELATON_CNA_AMP,SNAI1_CNA_AMP,LINC01273_CNA_AMP,TMEM189_CNA_AMP,UBE2V1_CNA_AMP,TMEM189-UBE2V1_CNA_AMP,TRERNA1_CNA_AMP,CEBPB_CNA_AMP,B4GALT5_CNA_AMP,RNF114_CNA_AMP,SPATA2_CNA_AMP,SLC9A8_CNA_AMP,PTGIS_CNA_AMP,KCNB1_CNA_AMP,ZFAS1_CNA_AMP,SNORD12B_CNA_AMP,SNORD12C_CNA_AMP,FAM65C_CNA_AMP,SNORD12_CNA_AMP,PTPN1_CNA_AMP,EMILIN3_CNA_AMP,MIR645_CNA_AMP,IFT52_CNA_AMP,TOP1_CNA_AMP,PLCG1-AS1_CNA_AMP,PLCG1_CNA_AMP,MIR6871_CNA_AMP,SUMO1P1_CNA_AMP,ZNF217_CNA_AMP,RP4-724E16.2_CNA_AMP,TSHZ2_CNA_AMP,LINC01524_CNA_AMP,ZHX3_CNA_AMP,LPIN3_CNA_AMP,DDX27_CNA_AMP,ATP9A_CNA_AMP,MIR3194_CNA_AMP,NFATC2_CNA_AMP,CHD6_CNA_AMP,PTPRT_CNA_AMP,LOC101927159_CNA_AMP,SRSF6_CNA_AMP,L3MBTL1_CNA_AMP,SGK2_CNA_AMP,ZNFX1_CNA_AMP,LOC100131496_CNA_AMP,STAU1_CNA_AMP,TP53RK_CNA_AMP,MYBL2_CNA_AMP,hsa-mir-1259_CNA_AMP,hsa-mir-1302-5_CNA_AMP,CSE1L_CNA_AMP,GTSF1L_CNA_AMP,TOX2_CNA_AMP,ZNF663P_CNA_AMP,MKRN7P_CNA_AMP,BMP7-AS1_CNA_AMP,OCSTAMP_CNA_AMP,SLC13A3_CNA_AMP,ZNF334_CNA_AMP,SLC2A10_CNA_AMP,LINC01522_CNA_AMP,CSE1L-AS1_CNA_AMP,ARFGEF2_CNA_AMP,PREX1_CNA_AMP,EYA2_CNA_AMP,LINC01523_CNA_AMP,LINC00494_CNA_AMP,SULF2_CNA_AMP,NCOA3_CNA_AMP,ZMYND8_CNA_AMP,MIR3616_CNA_AMP,BMP7_CNA_AMP,SLC32A1_CNA_AMP,ACTR5_CNA_AMP,PHACTR3_CNA_AMP,EDN3_CNA_AMP,ZNF831_CNA_AMP,SLMO2_CNA_AMP,SLMO2-ATP5E_CNA_AMP,ATP5E_CNA_AMP,STX16_CNA_AMP,TUBB1_CNA_AMP,FAM83D_CNA_AMP,CTSZ_CNA_AMP,GNAS_CNA_AMP,GNAS-AS1_CNA_AMP,MIR298_CNA_AMP,MIR296_CNA_AMP,NPEPL1_CNA_AMP,STX16-NPEPL1_CNA_AMP,APCDD1L-AS1_CNA_AMP,DLGAP4-AS1_CNA_AMP,APCDD1L_CNA_AMP,PPP1R16B_CNA_AMP,RALGAPB_CNA_AMP,DHX35_CNA_AMP,LINC01370_CNA_AMP,KIAA1755_CNA_AMP,LOC149684_CNA_AMP,BPI_CNA_AMP,LBP_CNA_AMP,SNHG17_CNA_AMP,SNORA71B_CNA_AMP,SNORA71A_CNA_AMP,SNORA71C_CNA_AMP,SNORA71D_CNA_AMP,SLA2_CNA_AMP,C20orf24_CNA_AMP,TGIF2_CNA_AMP,TGIF2-C20orf24_CNA_AMP,MYL9_CNA_AMP,SNHG11_CNA_AMP,SNORA39_CNA_AMP,SNORA60_CNA_AMP,ADIG_CNA_AMP,ARHGAP40_CNA_AMP,RAB22A_CNA_AMP,MAFB_CNA_AMP,VAPB_CNA_AMP,NELFCD_CNA_AMP,PPP4R1L_CNA_AMP,CSTF1_CNA_AMP,FAM210B_CNA_AMP,MC3R_CNA_AMP,OSER1_CNA_DEL,OSER1-AS1_CNA_DEL,GDAP1L1_CNA_DEL,R3HDML_CNA_DEL,HNF4A_CNA_DEL,HNF4A-AS1_CNA_DEL,SUMO1P1_CNA_DEL,ZNF217_CNA_DEL,STX16_CNA_DEL,GNAS_CNA_DEL,NELFCD_CNA_DEL,CSTF1_CNA_DEL
Sample_11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_12,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_15,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_16,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_17,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_19,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_21,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_22,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_23,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sample_24,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
